g,n,iso,fam,ma,lat,lon
liuq1235,Liuqian Zhuang,zlq,Tai-Kadai,Eurasia,24.1,109.75
livv1243,Livvi,olo,Uralic,Eurasia,61.6565,29.0726
livv1244,Liv,liv,Uralic,Eurasia,57.566,22.0262
lizu1234,Lizu,,Sino-Tibetan,Eurasia,28.333425,101.350309
loar1234,Loarki,lrk,Bookkeeping,Eurasia,26.095,68.715
loba1239,Lobala,loq,Atlantic-Congo,Africa,2.04881,18.3667
lobi1245,Lobi,lob,Atlantic-Congo,Africa,9.96122,-3.336
lodh1246,Lodhi,lbm,Indo-European,Eurasia,20.8954,84.9463
logb1245,Ikpana,lgq,Atlantic-Congo,Africa,6.92838,0.43068
logo1258,Logooli,rag,Atlantic-Congo,Africa,0.09487,34.729
logo1259,Logo,log,Central Sudanic,Africa,3.32608,29.8866
logo1261,Logorik,liu,Dajuic,Africa,11.1739,29.8053
logo1262,Logol,lof,Heibanic,Africa,10.98053,31.12359
logu1236,Logudorese Sardinian,src,Indo-European,Eurasia,40.49,9.09957
loja1235,Loja Highland Quichua,qvj,Quechuan,South America,-3.69352,-79.29151
lojb1234,Lojban,jbo,Artificial Language,North America,,
loka1252,Lokaa,yaz,Atlantic-Congo,Africa,5.91483,8.0933
loko1254,Lokoya,lky,Nilotic,Africa,4.64724,32.26247
loko1255,Loko,lok,Mande,Africa,9.11838,-12.1583
lola1248,Lola,lcd,Austronesian,Papunesia,-6.34188,134.879
lola1250,Lolak,llq,Austronesian,Papunesia,0.85544,124.117
lole1239,Lole,llg,Austronesian,Papunesia,-10.8069,123.085
lolo1259,Lolopo,ycl,Sino-Tibetan,Eurasia,25.50051,101.30185
lolo1261,Lolo,llb,Atlantic-Congo,Africa,-17.0232,35.9451
lolo1264,Loloda-Laba,loa,North Halmahera,Papunesia,1.95461,127.772
loma1235,Lomavren,rmi,Speech Register,Eurasia,41.599419,44.094985
loma1258,Loma (Côte d'Ivoire),loi,Atlantic-Congo,Africa,9.40172,-3.47051
loma1260,Loma (Liberia),lom,Mande,Africa,7.91585,-9.69906
loma1261,Lomaiviti,lmv,Austronesian,Papunesia,-18.0001,179.306
lomb1254,Lombi,lmi,Central Sudanic,Africa,0.26796,27.342
lomb1257,Lombard,lmo,Indo-European,Eurasia,45.8817,9.39509
lomb1260,Lombo,loo,Atlantic-Congo,Africa,0.88267,24.6862
lomw1241,Mozambique Lomwe,ngl,Atlantic-Congo,Africa,-16.0381,37.2437
lonc1237,Loncong,lce,Austronesian,Papunesia,-0.02586,103.548
long1375,Long Phuri Naga,lpn,Sino-Tibetan,Eurasia,25.5578,94.9838
long1387,Longto,wok,Atlantic-Congo,Africa,8.33313,13.0568
long1389,Longuda,lnu,Atlantic-Congo,Africa,9.75787,11.8378
long1395,Longgu,lgu,Austronesian,Papunesia,-9.75258,160.663
long1406,Western Lowland Kenyah,ttw,Austronesian,Papunesia,3.85226,114.82
long1417,Longjia,,Sino-Tibetan,Eurasia,26.4,105.233333
loni1238,Loniu,los,Austronesian,Papunesia,-2.06124,147.35
lonw1238,Lonwolwol,crc,Austronesian,Papunesia,-16.2286,168.016
looo1238,Loo,ldo,Atlantic-Congo,Africa,9.4066,11.0511
lopa1238,Lopa,lop,Atlantic-Congo,Africa,10.3756,4.67396
lopi1242,Lopit,lpx,Nilotic,Africa,4.6986,32.7534
lopi1243,Lopi,lov,Bookkeeping,Eurasia,25.0833,97.0833
lora1237,Lorang,lrn,Austronesian,Papunesia,-6.30338,134.41
lore1243,Peruvian Amazonian Spanish,spq,Indo-European,South America,-4.74563,-73.6507
lore1244,Nethalp,lnn,Austronesian,Papunesia,-15.334763,167.166325
lote1237,Lote,uvl,Austronesian,Papunesia,-5.954,150.911
loth1237,Lotha Naga,njh,Sino-Tibetan,Eurasia,26.01396,94.04355
loto1240,Lo-Toga,lht,Austronesian,Papunesia,-13.334872,166.634338
lotu1250,Lotud,dtr,Austronesian,Papunesia,6.13732,116.232
loui1240,Louisiana Creole French,lou,Indo-European,North America,30.0412,-90.7475
loun1239,Loun,lox,Austronesian,Papunesia,-2.8778,128.912
loup1243,Nipmuck,xlo,Algic,North America,42.364,-72.731
loup1245,Loup B,xlb,Algic,North America,42.17888,-72.85251
louu1245,Lou,loj,Austronesian,Papunesia,-2.38659,147.346
lowa1242,Lowa,loy,Sino-Tibetan,Eurasia,29.0324,83.8959
lowe1385,Lower Sorbian,dsb,Indo-European,Eurasia,51.6621,13.9407
lowe1388,Lower Silesian,sli,Indo-European,Eurasia,50.6963,15.9667
lowe1395,Lower Ta'oih,tto,Austroasiatic,Eurasia,15.9083,106.873
lowe1402,Lower Riverland,,Pama-Nyungan,Australia,-34.6,140.5
lowe1403,Lower Darling-Lower Lachlan,,Pama-Nyungan,Australia,-33.9470874,141.5854211
lowe1407,Lower-Nosop,nsb,Tuu,Africa,-25.54522,20.588827
lowe1412,Tanudan Kalinga,kml,Austronesian,Papunesia,17.3441,121.311
lowe1415,Lower Grand Valley Dani,dni,Nuclear Trans New Guinea,Papunesia,-4.25684,138.992
lowe1425,Lower Tanana,taa,Athabaskan-Eyak-Tlingit,North America,64.8834,-149.451
lowe1427,Lower Chehalis,cea,Salishan,North America,46.7736,-124.004
lowe1436,Lower Southern Aranda,axl,Pama-Nyungan,Australia,-26.3,135.4
lowe1441,Lower Pokomo,poj,Bookkeeping,,,
lowe1444,Lower Richmond,,Pama-Nyungan,Australia,-28.937029,153.48612
lowl1260,Lowland Oaxaca Chontal,clo,Tequistlatecan,North America,15.9497,-95.6876
lowl1265,Western Tarahumara,tac,Uto-Aztecan,North America,27.3512,-108.0559
loxi1235,Loxicha Zapotec,ztp,Otomanguean,North America,15.8442,-96.6997
lozi1239,Lozi,loz,Atlantic-Congo,Africa,-17.7052,24.7398
luaa1235,Lua',prb,Bookkeeping,Eurasia,19.1198,101.217
luan1263,Luang,lex,Austronesian,Papunesia,-8.18378,127.944
luba1249,Luba-Lulua,lua,Atlantic-Congo,Africa,-5.72717,22.4422
luba1250,Luba-Katanga,lub,Atlantic-Congo,Africa,-8.2816,25.8918
lubi1238,Lubila,kcc,Atlantic-Congo,Africa,5.46011,8.29204
lubu1241,Lubu,lcf,Austronesian,Papunesia,0.63989,99.74549
lubu1243,Lubuagan Kalinga,knb,Austronesian,Papunesia,17.3879,121.0365
luch1239,Luchazi,lch,Atlantic-Congo,Africa,-14.0648,22.2437
lucu1238,Lucumi,luq,Atlantic-Congo,North America,22.9514,-82.441
ludi1246,Ludian,lud,Uralic,Eurasia,61.853,33.7346
lufu1237,Lufu,ldq,Atlantic-Congo,Africa,7.25555,10.9499
lugb1240,Lugbara,lgg,Central Sudanic,Africa,3.02245,30.8642
lugu1238,Luguru,ruf,Atlantic-Congo,Africa,-6.86828,37.5557
luhu1243,Luhu-Piru,lcq,Austronesian,Papunesia,-3.13187,127.966
luia1234,Lui,lba,Bookkeeping,Eurasia,21.3635,99.6619
luim1238,Luimbi,lum,Atlantic-Congo,Africa,-11.2221,17.5385
luis1253,Luiseno-Juaneño,lui,Uto-Aztecan,North America,33.3184,-116.939
lukp1238,Lukpa,dop,Atlantic-Congo,Africa,9.51949,1.66954
lule1238,Lule,ule,,South America,-25.221839,-61.887818
lule1254,Lule Saami,smj,Uralic,Eurasia,67.2759,17.8057
luma1238,Luma,,Sino-Tibetan,Eurasia,21.17283,102.72419
lumb1237,Lumbee,lmz,Unattested,North America,35.6171,-78.4531
lumb1249,Lumbu,lup,Atlantic-Congo,Africa,-3.37917,11.124
lumb1250,Lumba-Yakkha,luu,Bookkeeping,Eurasia,27.232,87.3146
lumu1239,Lumun,lmd,Narrow Talodi,Africa,10.8308,30.253
luna1243,Lunanakha,luk,Sino-Tibetan,Eurasia,28.1288,90.1257
luna1244,Luna,luj,Atlantic-Congo,Africa,-5.08693,23.5426
lund1266,Lunda,lun,Atlantic-Congo,Africa,-11.1793,23.8662
lund1271,Lundayeh,lnd,Austronesian,Papunesia,4.25064,115.5
lund1276,Dir-Nyamzak-Mbarimi,nzr,Afro-Asiatic,Africa,10.16017,9.7391
lung1249,Lungga,lga,Austronesian,Papunesia,-8.17469,156.573
luoc1235,Luo (Cameroon),luw,Atlantic-Congo,Africa,5.9072,9.91259
luok1236,Luo (Kenya and Tanzania),luo,Nilotic,Africa,-0.93296,34.4896
luop1235,Luopohe Hmong,hml,Hmong-Mien,Eurasia,26.8183,107.158
lure1234,Luren,,Sino-Tibetan,Eurasia,27.285,105.664
luri1256,Luri,ldd,Afro-Asiatic,Africa,10.059,9.59745
luse1252,Lusengo,lse,Atlantic-Congo,Africa,0.16988,18.3991
lush1249,Mizo,lus,Sino-Tibetan,Eurasia,22.6138,92.6247
lush1252,Northern Lushootseed,lut,Salishan,North America,48.42,-122.529
lush1256,Dokshi,dsk,Afro-Asiatic,Africa,10.03206,9.41984
lusi1235,Lusitanian,xls,Indo-European,Eurasia,39.943975,-8.105283
lusi1240,Lusi,khl,Austronesian,Papunesia,-5.55033,149.148
lute1234,Lute,,Heibanic,Africa,11.42708,30.10006
luto1241,Lutos,ndy,Central Sudanic,Africa,8.52074,19.0071
luuu1242,Lü,khb,Tai-Kadai,Eurasia,21.0321,101.282
luva1239,Luvale,lue,Atlantic-Congo,Africa,-13.5382,22.2924
luwa1238,Luwati,luv,Indo-European,Eurasia,23.6322,58.4916
luwo1239,Luwo,lwo,Nilotic,Africa,7.35089,28.1378
luxe1241,Moselle Franconian,ltz,Indo-European,Eurasia,49.6839,6.14931
luxi1238,Luxi Achang,,Sino-Tibetan,Eurasia,24.45,98.6
luya1241,Luyi,lyn,Atlantic-Congo,Africa,-15.01,22.67
lwal1238,Lwalu,lwa,Atlantic-Congo,Africa,-7.16388,22.1097
lwel1234,Lwel,lvl,Atlantic-Congo,Africa,-4.38475,20.6314
lyci1241,Lycian A,xlc,Indo-European,Eurasia,36.517,29.764
lydi1241,Lydian,xld,Indo-European,Eurasia,40.287,28.599
lyel1241,Lyélé,lee,Atlantic-Congo,Africa,12.4305,-2.59229
lyng1241,India Lyngam,lyg,Austroasiatic,Eurasia,25.35,91.05
lyon1239,Lyons Sign Language,lsg,Bookkeeping,Eurasia,48.5642,2.36811
maaa1253,Maa,cma,Austroasiatic,Eurasia,11.5205,107.339
maak1236,Maaka,mew,Afro-Asiatic,Africa,11.5007,11.9035
maan1238,Ma'anyan,mhy,Austronesian,Papunesia,-2.1239,115.092
maan1239,Maang,,Sino-Tibetan,Eurasia,23.555104,105.70091
maas1239,Maasina Fulfulde,ffm,Atlantic-Congo,Africa,11.1324,-3.64763
maay1238,Maay,ymm,Afro-Asiatic,Africa,3.22288,43.6182
maba1270,Mabaale,mmz,Atlantic-Congo,Africa,2.11942,20.8759
maba1273,Mabaan,mfz,Nilotic,Africa,9.81455,33.5404
maba1277,Maba (Chad),mde,Maban,Africa,12.89147,20.8889
maba1278,Maba (Indonesia),mqa,Austronesian,Papunesia,0.59011,128.418
maba1279,Mabaka Valley Kalinga,kkg,Austronesian,Papunesia,17.6683,121.073
mabe1235,Mabenaro,,Pano-Tacanan,South America,-11.543809,-68.277741
mabi1242,Mabire,muj,Afro-Asiatic,Africa,11.698,18.6282
maca1259,Hitnu,mbn,Guahiboan,South America,6.34582,-71.2671
maca1260,Maká,mca,Mataguayan,South America,-25.0119,-57.3694
maca1261,Macaguaje,mcl,Tucanoan,South America,0.49999,-75.8333
maca1262,Macanese,mzs,Indo-European,Eurasia,22.1902,113.5379
maca1264,Macao Pidgin Portuguese,,Pidgin,Eurasia,22.19664,113.55007
mace1250,Macedonian,mkd,Indo-European,Eurasia,41.5957,21.7932
mach1265,Machinga,mvw,Atlantic-Congo,Africa,-9.37101,39.4268
mach1266,Machame,jmc,Atlantic-Congo,Africa,-3.29385,37.0703
mach1267,Machiguenga,mcb,Arawakan,South America,-12.1291,-72.5017
mach1268,Machinere,mpd,Arawakan,South America,-10.661655,-70.208108
maco1239,Maco,wpc,Saliban,South America,4.5621,-66.5813
macu1258,Macuni,,Nuclear-Macro-Je,South America,-17.904785,-39.809418
macu1259,Macushi,mbc,Cariban,South America,4.31861,-60.2209
macu1260,Macuna,myy,Tucanoan,South America,-0.14459,-70.0749
macu1262,Macushi Sign Language,,Sign Language,South America,4.59501,-60.16245
mada1271,Madagascar Sign Language,mzc,Sign Language,Africa,-19.04,46.87
mada1282,Mada (Nigeria),mda,Atlantic-Congo,Africa,9.02294,8.34119
mada1285,Madak,mmx,Austronesian,Papunesia,-3.34342,151.967
mada1293,Mada (Cameroon),mxu,Afro-Asiatic,Africa,10.8806,14.1142
mada1299,Madang (Malaysia),mqd,Bookkeeping,,,
made1252,Ma (Democratic Republic of Congo),msj,Atlantic-Congo,Africa,3.69351,26.9939
made1253,Salawati,xmx,Austronesian,Papunesia,-1.05325,130.833
madi1260,Ma'di,mhi,Central Sudanic,Africa,3.62499,31.8471
madi1261,Madi (Papua New Guinea),grg,Nuclear Trans New Guinea,Papunesia,-5.63017,146.407
madn1237,Madngele,zml,Eastern Daly,Australia,-13.9479,130.6
madu1248,Madukayang Kalinga,kmd,Austronesian,Papunesia,17.1794,121.236
maee1241,Tirax,mme,Austronesian,Papunesia,-15.9914,167.288
maen1235,Maeng Itneg,itt,Austronesian,Papunesia,17.2453,120.718
mafa1239,Mafa,maf,Afro-Asiatic,Africa,10.943,13.8181
mafe1237,Mafea,mkv,Austronesian,Papunesia,-15.4316,167.241
maga1260,Magahi,mag,Indo-European,Eurasia,25.0915,85.3335
maga1263,Mag-Anchi Ayta,sgb,Austronesian,Papunesia,15.1954,120.459
maga1264,Southern Binukidnon,mtw,Austronesian,Papunesia,9.49196,122.769
maga1271,Magati,,Speech Register,Eurasia,,
maga1273,Magajingari Sign Language,,Sign Language,Africa,11.06693,7.71578
magd1235,Magdalena Peñasco Mixtec,xtm,Otomanguean,North America,17.2837,-97.5413
magh1238,Mághdì,gmd,Atlantic-Congo,Africa,9.2888,11.0232
magi1241,Mag-Indi Ayta,blx,Austronesian,Papunesia,14.9617,120.182
magi1242,Magiana,,Arawakan,South America,,
magi1243,Magi,gkd,Nuclear Trans New Guinea,Papunesia,-5.1385,145.1091
magi1244,Magiyi,gmg,Nuclear Trans New Guinea,Papunesia,-4.88,144.88
mago1246,Magoma,gmx,Atlantic-Congo,Africa,-9.23498,33.9826
mago1248,Magori,zgr,Austronesian,Papunesia,-10.2321,149.26
magu1243,Maguindanao,mdh,Austronesian,Papunesia,6.9453,124.509
maha1287,Mahasu Pahari,bfz,Indo-European,Eurasia,31.0088,77.5317
maha1291,Mahali,mjx,Austroasiatic,Eurasia,22.1698,86.7445
maha1305,Maharastri Prakrit,pmh,Indo-European,Eurasia,19.18,74.71
maha1308,Mahakam Kenyah,xkm,Bookkeeping,,,
maha1309,Mahafaly-Antanalana Malagasy,,Austronesian,Africa,-24.2,44.5
mahe1238,Mahei,mja,Bookkeeping,Eurasia,21.6558,100.017
mahi1248,Mahican,mjy,Algic,North America,42.587,-73.788
mahi1249,Mahigi,,Anim,Papunesia,-7.684709,143.234891
maho1248,Mahongwe,mhb,Atlantic-Congo,Africa,0.64356,14.0472
maho1249,Mahou,mxx,Mande,Africa,8.2494,-7.7062
maia1251,Maiadomu,mzz,Austronesian,Papunesia,-9.47132,150.76
maia1253,Maiani,tnh,Nuclear Trans New Guinea,Papunesia,-4.55066,145.239
maia1254,Maia,sks,Nuclear Trans New Guinea,Papunesia,-4.50212,145.096
maib1239,Maybrat,ayz,Maybratic,Papunesia,-1.3679,132.591
maii1238,Maii,mmm,Austronesian,Papunesia,-16.7388,168.211
mail1248,Mailu,mgu,Mailuan,Papunesia,-10.3657,149.521
main1267,Ostfränkisch,vmf,Indo-European,Eurasia,50.005,8.621
main1272,Maindo,cwb,Atlantic-Congo,Africa,-18.3143,36.5941
main1275,Usun Apau Kenyah,xkl,Austronesian,Papunesia,3.42975,116.47431
maip1247,Maipure-Avane,,Arawakan,South America,4.8,-67.5
mais1250,Maisin,mbq,Austronesian,Papunesia,-9.22853,148.731
mait1250,Maithili,mai,Indo-European,Eurasia,26.3817,86.2211
maiw1249,Maiwala,mum,Austronesian,Papunesia,-10.3282,150.33
maiw1250,Maiwa (Indonesia),wmm,Austronesian,Papunesia,-3.59444,119.978
maiw1251,Maiwa (Papua New Guinea),mti,Dagan,Papunesia,-9.69836,149.274
maja1242,Majang,mpe,Surmic,Africa,7.71,34.97
maje1243,Majera,xmj,Afro-Asiatic,Africa,11.1433,15.044
majh1236,Majhwar,mmj,Austroasiatic,Eurasia,22.8792,83.6138
majh1253,Majhi,mjz,Indo-European,Eurasia,29.4559,80.3788
maka1304,Makaa,mcp,Atlantic-Congo,Africa,4.15471,13.0789
maka1305,Makassar Malay,mfp,Austronesian,Papunesia,-5.16108,119.408
maka1311,Makasar,mak,Austronesian,Papunesia,-5.65551,119.838
maka1315,Makayam,aup,Anim,Papunesia,-8.37312,142.706
maka1316,Makasae-Makalero,mkz,Timor-Alor-Pantar,Papunesia,-8.65843,126.507
maka1318,Makah,myh,Wakashan,North America,48.3258,-124.616
makc1235,Mak (China),mkg,Tai-Kadai,Eurasia,25.5946,107.726
makh1260,Makhuwa-Shirima,vmk,Atlantic-Congo,Africa,-14.251,36.5249
makh1261,Makhuwa-Meetto,mgh,Atlantic-Congo,Africa,-11.9553,38.6874
makh1262,Makhuwa-Marrevone,xmc,Atlantic-Congo,Africa,-16.9394,39.1203
makh1264,Makhuwa,vmw,Atlantic-Congo,Africa,-14.8509,38.8052
makh1265,Makhuwa-Moniga,mhm,Atlantic-Congo,Africa,-17.294,38.093
makh1266,Makhuwa-Saka,xsq,Atlantic-Congo,Africa,-13.6443,39.5323
makl1246,Maklew,mgf,Bulaka River,Papunesia,-7.74424,139.273
makn1235,Mak (Nigeria),pbl,Atlantic-Congo,Africa,9.37299,11.1337
mako1250,Makolkol,zmh,Baining,Papunesia,-4.87995,151.709
mako1251,Makonde,kde,Atlantic-Congo,Africa,-10.9906,39.5133
maku1246,Máku,xak,,South America,3.969231,-64.235892
maku1273,Makuri Naga,jmn,Sino-Tibetan,Eurasia,26.6,94.95
maku1277,Maku'a,lva,Austronesian,Papunesia,-8.40372,127.239
maku1278,Makuráp,mpu,Tupian,South America,-11.8701,-64.3201
makw1236,Makwe,ymk,Atlantic-Congo,Africa,-10.4673,40.0274
maky1235,Makyamic,umn,Sino-Tibetan,Eurasia,26.3037,95.6045
mala1256,Malawi Lomwe,lon,Atlantic-Congo,Africa,-15.56729,35.43347
mala1412,Malaysian Sign Language,xml,Sign Language,Eurasia,2.946,101.366
mala1431,Malakhel,mld,Bookkeeping,Eurasia,33.0726,69.0719
mala1432,Malali,,Nuclear-Macro-Je,South America,-16.833987,-42.282716
mala1457,Mala Malasar,ima,Dravidian,Eurasia,10.5007,76.8708
mala1458,Malasar,ymr,Dravidian,Eurasia,10.467,76.833
mala1459,Malankuravan,mjo,Dravidian,Eurasia,8.45063,77.093
mala1463,Malavedan,mjr,Dravidian,Eurasia,8.85517,77.2038
mala1464,Malayalam,mal,Dravidian,Eurasia,9.59208,76.7651
mala1466,Malaryan,mjq,Dravidian,Eurasia,10.4468,76.5586
mala1468,Malapandaram,mjp,Dravidian,Eurasia,8.59225,77.272
mala1471,Mala (Nigeria),ruy,Unattested,Africa,10.5776,8.09838
mala1475,Malawi Sena,swk,Atlantic-Congo,Africa,-16.6183,34.991
mala1479,Central Malay,zlm,Austronesian,Eurasia,1.85856,103.0
mala1480,Malayic Dayak,xdy,Austronesian,Papunesia,-2.78384,111.136
mala1481,Manado Malay,xmm,Austronesian,Papunesia,1.48099,124.843
mala1482,Malaccan Creole Malay,ccm,Austronesian,Eurasia,2.20265,102.240488
mala1484,Malango,mln,Austronesian,Papunesia,-9.61383,160.118
mala1487,Malasanga,mqz,Austronesian,Papunesia,-5.9401,147.058
mala1489,Malalamai,mmt,Austronesian,Papunesia,-5.77495,146.642
mala1494,Mala (Papua New Guinea),ped,Nuclear Trans New Guinea,Papunesia,-4.35889,145.04
mala1495,Manep,mkr,Nuclear Trans New Guinea,Papunesia,-4.76685,145.621
mala1522,Malayo,mbp,Chibchan,South America,10.9286,-73.4056
mala1533,Malacca-Batavia Portuguese Creole,mcm,Indo-European,Eurasia,2.188087,102.262059
mala1534,Malaweg,,Austronesian,Papunesia,17.844833,121.391322
mala1544,Malabar-Sri Lanka Portuguese,,Indo-European,Eurasia,8.5867,81.211885
mala1546,Malay (individual language),mly,Bookkeeping,,,
mala1549,Malawian Sign Language,lws,Sign Language,Africa,,
malb1235,Malba Birifor,bfo,Atlantic-Congo,Africa,9.78465,-2.90623
male1282,Maleng,pkt,Austroasiatic,Eurasia,17.913525,105.52746
male1284,Male (Ethiopia),mdy,Ta-Ne-Omotic,Africa,5.91975,36.9892
male1289,Maleu-Kilenge,mgl,Austronesian,Papunesia,-5.61613,148.445
male1291,Male (Papua New Guinea),mdc,Nuclear Trans New Guinea,Papunesia,-5.49975,145.757
male1292,Malecite-Passamaquoddy,pqm,Algic,North America,45.494475,-67.40805
male1297,Maléku Jaíka,gut,Chibchan,North America,10.7485,-84.7318
malf1237,Na'ahai,mlx,Austronesian,Papunesia,-16.5499,167.509
malg1242,Malgana,vml,Pama-Nyungan,Australia,-26.211,114.245
malg1250,Malgbe,mxf,Afro-Asiatic,Africa,12.5342,14.8475
malg1251,Malgwa,,Afro-Asiatic,Africa,11.77,13.61
mali1242,Malibu,,Unclassifiable,South America,,
mali1279,Malila,mgq,Atlantic-Congo,Africa,-9.16619,33.339
mali1280,Malimba,mzd,Atlantic-Congo,Africa,3.67696,9.67186
mali1283,Malimpung,mli,Austronesian,Papunesia,-3.6996,119.76
mali1284,Mali,gcc,Baining,Papunesia,-4.71826,152.214
mali1285,Malinaltepec Me'phaa,tcf,Otomanguean,North America,17.2122,-98.6322
mali1287,Maligo,mwj,Bookkeeping,Africa,-7.93095,15.7421
mali1288,Malinguat,sic,Bookkeeping,Papunesia,,
mall1246,Mal,mlf,Austroasiatic,Eurasia,19.273,101.204
malo1243,Tamambo,mla,Austronesian,Papunesia,-15.6835,167.16
malo1245,Malol,mbk,Austronesian,Papunesia,-3.11695,142.244
malp1246,Mar Paharia of Dumka,mkb,Indo-European,Eurasia,24.087,87.3507
malt1238,Maltese Sign Language,mdl,Sign Language,Eurasia,35.907,14.4824
malt1254,Maltese,mlt,Afro-Asiatic,Eurasia,35.8884,14.4508
malu1245,Malua-Tepërav,mll,Austronesian,Papunesia,-15.9813,167.208
malv1243,Malvi,mup,Indo-European,Eurasia,23.488,75.562
mama1271,Mamara Senoufo,myk,Atlantic-Congo,Africa,12.4871,-5.28245
mama1272,Mama,mma,Atlantic-Congo,Africa,8.8062,8.78601
mama1275,Minamanwa,mmn,Austronesian,Papunesia,9.44744,125.548
mama1276,Mamasa,mqj,Austronesian,Papunesia,-3.0811,119.484
mama1277,Mamaa,mhf,Nuclear Trans New Guinea,Papunesia,-6.35558,146.576
mama1278,Mamaindé,wmd,Nambiquaran,South America,-12.986439,-60.101072
mamb1294,Mambai,mcs,Atlantic-Congo,Africa,9.6121,14.0013
mamb1296,Mambwe-Lungu,mgr,Atlantic-Congo,Africa,-8.86817,31.2269
mamb1305,Mamboru,mvd,Austronesian,Papunesia,-9.42302,119.55
mamb1306,Mambae,mgm,Austronesian,Papunesia,-9.19552,125.475
mamc1234,"Mam, Central",mvc,Bookkeeping,North America,,
mamm1241,Mam,mam,Mayan,North America,14.8034,-91.7231
mamp1244,Mampruli,maw,Atlantic-Congo,Africa,10.3884,-0.74675
mams1234,"Mam, Southern",mms,Bookkeeping,North America,,
mamt1234,"Mam, Tajumulco",mpf,Bookkeeping,North America,,
mamt1235,"Mam, Todos Santos Cuchumatán",mvj,Bookkeeping,North America,,
mamu1254,Mamusi,kdf,Austronesian,Papunesia,-5.84776,151.033
mamu1255,Mamuju,mqx,Austronesian,Papunesia,-2.50762,119.082
mamv1243,Mamvu,mdi,Central Sudanic,Africa,2.68167,28.9862
mana1248,Manangkari,znk,Unattested,Australia,-11.361,132.352
mana1288,Manange,nmm,Sino-Tibetan,Eurasia,28.6416,84.0515
mana1295,Manam,mva,Austronesian,Papunesia,-4.07921,145.033
mana1298,Manambu,mle,Ndu,Papunesia,-4.19082,142.862
mana1299,Manao,,Arawakan,South America,-0.540066,-64.5186
manc1252,Manchu,mnc,Tungusic,Eurasia,47.31225,126.55713
manc1254,Manchuria Pidgin Chinese,,Pidgin,Eurasia,41.98487,123.61089
manc1255,Manchuria Pidgin Japanese,,Pidgin,Eurasia,43.87875,125.31941
mand1409,Mandeali,mjl,Indo-European,Eurasia,31.5425,77.0419
mand1413,Manda (India),mha,Dravidian,Eurasia,20.0962,83.6749
mand1415,Mandarin Chinese,cmn,Sino-Tibetan,Eurasia,40.0209,116.228
mand1416,Manda (Australia),zma,Western Daly,Australia,-13.6481,129.885
mand1417,Mandandanyi,zmk,Pama-Nyungan,Australia,-26.573,148.978
mand1419,Mandjak,mfv,Atlantic-Congo,Africa,12.829,-15.9217
mand1423,Manda-Matumba,mgs,Atlantic-Congo,Africa,-10.3991,34.7424
mand1425,Mandari,mqu,Nilotic,Africa,5.83656,31.2327
mand1436,Mandinka,mnk,Mande,Africa,12.8165233333,-15.6539466667
mand1440,Mandara,tbf,Austronesian,Papunesia,-2.7828,151.956
mand1442,Mandar,mdr,Austronesian,Papunesia,-3.34717,119.068
mand1443,Mander,mqr,Tor-Orya,Papunesia,-2.29479,138.751
mand1444,Mandobo Atas,aax,Nuclear Trans New Guinea,Papunesia,-5.69357,140.624
mand1445,Mandobo Bawah,bwp,Nuclear Trans New Guinea,Papunesia,-6.37255,140.451
mand1446,Mandan,mhq,Siouan,North America,46.83,-101.0
mand1448,Mandahuaca,mht,Arawakan,South America,1.48,-66.52
mand1477,Mandalay Myanmar Sign Language,,Sign Language,Eurasia,21.93575,96.10784
mane1266,Manem,jet,Border,Papunesia,-2.99145,141.02
mang1364,Mangio,,Unclassifiable,Africa,,
mang1378,Mang,zng,Austroasiatic,Eurasia,22.37,102.884
mang1381,Mangarrayi,mpc,Mangarrayi-Maran,Australia,-14.8,133.5
mang1382,Mangerr,zme,Giimbiyu,Australia,-12.2391,132.973
mang1383,Mangala,mem,Pama-Nyungan,Australia,-18.6597,123.769
mang1387,Mangayat,myj,Atlantic-Congo,Africa,8.38023,25.9024
mang1394,Mangbetu,mdj,Central Sudanic,Africa,2.5511,27.0712
mang1396,Mangbutu,mdk,Central Sudanic,Africa,2.74779,29.7358
mang1398,Mango,mge,Central Sudanic,Africa,8.75884,16.9082
mang1399,Manga-Dagera Kanuri,kby,Saharan,Africa,13.557,10.701
mang1401,Mangareva,mrv,Austronesian,Papunesia,-23.1095,-134.97
